timestamp;buyer;seller;symbol;currency;price;quantity
43900;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9952.0;6
45200;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9961.0;2
45400;Mark 67;Mark 22;VELVETFRUIT_EXTRACT;XIRECS;5241.0;8
47700;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5243.0;4
48300;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9960.0;3
48900;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5241.0;6
49800;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5244.0;3
50200;Mark 14;Mark 38;VEV_4000;XIRECS;1236.0;2
50300;Mark 38;Mark 14;VEV_4000;XIRECS;1257.0;3
50700;Mark 01;Mark 22;VEV_5400;XIRECS;16.0;5
50700;Mark 01;Mark 22;VEV_5500;XIRECS;7.0;5
50700;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;5
50700;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;5
51700;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5243.0;4
52400;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9961.0;5
52800;Mark 01;Mark 22;VEV_5400;XIRECS;16.0;3
52800;Mark 01;Mark 22;VEV_5500;XIRECS;7.0;3
52800;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
52800;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
53000;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9961.0;4
53400;Mark 14;Mark 22;VEV_5500;XIRECS;7.0;2
53400;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;2
53400;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;2
53800;Mark 38;Mark 14;VEV_4000;XIRECS;1255.0;2
54400;Mark 14;Mark 38;VEV_4000;XIRECS;1234.0;3
57600;Mark 38;Mark 14;VEV_4000;XIRECS;1257.0;3
59300;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9949.0;4
59600;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5244.0;4
60300;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5245.0;5
61100;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9961.0;2
61400;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9962.0;2
62100;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5243.0;6
62600;Mark 38;Mark 14;VEV_4000;XIRECS;1254.0;1
63100;Mark 38;Mark 14;VEV_4000;XIRECS;1252.0;3
63200;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9950.0;5
63200;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5240.0;8
64200;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5245.0;6
64300;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9933.0;4
65400;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9930.0;4
65700;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5240.0;8
65900;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9935.0;2
67700;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5250.0;4
68000;Mark 38;Mark 14;VEV_4000;XIRECS;1258.0;2
69500;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9952.0;2
70500;Mark 14;Mark 38;VEV_4000;XIRECS;1232.0;1
73400;Mark 22;Mark 49;VELVETFRUIT_EXTRACT;XIRECS;5237.0;8
73400;Mark 55;Mark 49;VELVETFRUIT_EXTRACT;XIRECS;5236.0;6
73500;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9966.0;3
74100;Mark 01;Mark 22;VEV_5300;XIRECS;42.0;3
74100;Mark 01;Mark 22;VEV_5400;XIRECS;14.0;3
74100;Mark 01;Mark 22;VEV_5500;XIRECS;6.0;3
74100;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
74100;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
74300;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5238.0;6
74400;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5235.0;4
76600;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9995.0;3
77300;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5241.0;8
78300;Mark 14;Mark 38;VEV_4000;XIRECS;1229.0;3
78400;Mark 67;Mark 22;VELVETFRUIT_EXTRACT;XIRECS;5238.0;7
78500;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10000.0;4
79000;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9982.0;3
79800;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9994.0;6
81300;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9970.0;6
81700;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9980.0;3
81900;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9978.0;2
82300;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9977.0;3
82300;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5235.0;3
83200;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5237.0;7
84300;Mark 38;Mark 14;VEV_4000;XIRECS;1243.0;1
84600;Mark 67;Mark 22;VELVETFRUIT_EXTRACT;XIRECS;5233.0;8
85300;Mark 14;Mark 22;VEV_5300;XIRECS;42.0;2
85300;Mark 01;Mark 22;VEV_5400;XIRECS;14.0;2
85300;Mark 01;Mark 22;VEV_5500;XIRECS;6.0;2
85300;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;2
85300;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;2
86100;Mark 01;Mark 22;VEV_5400;XIRECS;14.0;5
86100;Mark 01;Mark 22;VEV_5500;XIRECS;6.0;5
86100;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;5
86100;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;5
87900;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5239.0;3
88500;Mark 67;Mark 22;VELVETFRUIT_EXTRACT;XIRECS;5242.0;6
89300;Mark 14;Mark 38;VEV_4000;XIRECS;1232.0;3
89800;Mark 01;Mark 22;VEV_5300;XIRECS;45.0;4
89800;Mark 01;Mark 22;VEV_5400;XIRECS;15.0;4
89800;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;4
89800;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;4
91100;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5244.0;6
92000;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5243.0;8
92100;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9955.0;4
92500;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9956.0;2
93700;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5246.0;6
93800;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5246.0;7
94400;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9974.0;4
97100;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9950.0;2
98600;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9962.0;2
99000;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9961.0;3
100500;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5248.0;4
101400;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9936.0;5
101500;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9935.0;6
102500;Mark 14;Mark 38;VEV_4000;XIRECS;1235.0;1
102800;Mark 14;Mark 38;VEV_4000;XIRECS;1236.0;1
103100;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9952.0;4
103500;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9940.0;3
104400;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5252.0;6
107100;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9952.0;5
107900;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5267.0;3
109000;Mark 67;Mark 49;VELVETFRUIT_EXTRACT;XIRECS;5265.0;12
109100;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9957.0;2
110100;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5265.0;4
112000;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5260.0;3
112700;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9948.0;2
113900;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9956.0;2
115500;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9937.0;3
118800;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5257.0;3
119400;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9962.0;3
120300;Mark 01;Mark 22;VEV_5400;XIRECS;18.0;4
120300;Mark 01;Mark 22;VEV_5500;XIRECS;8.0;4
120300;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;4
120300;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;4
120700;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9958.0;2
123300;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5262.0;7
125600;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5265.0;3
126000;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9953.0;4
127200;Mark 01;Mark 22;VEV_5500;XIRECS;8.0;3
127200;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
127200;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
129100;Mark 38;Mark 14;VEV_4000;XIRECS;1275.0;3
129500;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9967.0;6
129800;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9951.0;4
130800;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9946.0;5
131300;Mark 49;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5265.0;5
131800;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5261.0;5
132600;Mark 67;Mark 49;VELVETFRUIT_EXTRACT;XIRECS;5263.0;10
133100;Mark 14;Mark 38;VEV_4000;XIRECS;1253.0;3
133700;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9948.0;4
134000;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5264.0;8
134500;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9944.0;6
135200;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5264.0;8
135500;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5257.0;7
135900;Mark 01;Mark 22;VEV_5300;XIRECS;52.0;3
135900;Mark 01;Mark 22;VEV_5400;XIRECS;19.0;3
135900;Mark 01;Mark 22;VEV_5500;XIRECS;8.0;3
135900;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
135900;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
137000;Mark 14;Mark 38;VEV_4000;XIRECS;1252.0;3
137300;Mark 14;Mark 38;VEV_4000;XIRECS;1251.0;3
137600;Mark 38;Mark 14;VEV_4000;XIRECS;1269.0;3
137800;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9942.0;3
138000;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5254.0;7
138100;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9959.0;2
139700;Mark 67;Mark 22;VELVETFRUIT_EXTRACT;XIRECS;5257.0;8
140000;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5261.0;5
140100;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5260.0;4
141000;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5260.0;4
142000;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5262.0;6
144500;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5258.0;5
145500;Mark 01;Mark 22;VEV_5400;XIRECS;19.0;2
145500;Mark 01;Mark 22;VEV_5500;XIRECS;8.0;2
145500;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;2
145500;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;2
145600;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9962.0;5
146500;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9963.0;6
146700;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5260.0;7
147900;Mark 14;Mark 38;VEV_4000;XIRECS;1256.0;1
148000;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9972.0;3
148300;Mark 22;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5265.0;4
150600;Mark 01;Mark 22;VEV_5300;XIRECS;53.0;2
150600;Mark 01;Mark 22;VEV_5400;XIRECS;20.0;2
150600;Mark 01;Mark 22;VEV_5500;XIRECS;8.0;2
150600;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;2
150600;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;2
150700;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5268.0;7
151100;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9945.0;4
151200;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9944.0;6
151400;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5261.0;7
152700;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9944.0;5
153000;Mark 01;Mark 22;VEV_5400;XIRECS;18.0;4
153000;Mark 01;Mark 22;VEV_5500;XIRECS;7.0;4
153000;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;4
153000;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;4
154100;Mark 14;Mark 38;VEV_4000;XIRECS;1242.0;3
155900;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9966.0;4
156200;Mark 14;Mark 38;VEV_4000;XIRECS;1237.0;1
156400;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9949.0;6
159900;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9961.0;3
161200;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9956.0;6
163300;Mark 67;Mark 22;VELVETFRUIT_EXTRACT;XIRECS;5254.0;10
164000;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5251.0;5
164300;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9973.0;5
165500;Mark 49;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5250.0;4
167300;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9957.0;3
167600;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5249.0;6
167600;Mark 14;Mark 38;VEV_4000;XIRECS;1242.0;2
168400;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5248.0;3
168500;Mark 38;Mark 14;VEV_4000;XIRECS;1261.0;2
168700;Mark 38;Mark 14;VEV_4000;XIRECS;1260.0;1
170400;Mark 01;Mark 22;VEV_5400;XIRECS;17.0;5
170400;Mark 01;Mark 22;VEV_5500;XIRECS;7.0;5
170400;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;5
170400;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;5
170500;Mark 14;Mark 22;VEV_5300;XIRECS;46.0;3
170500;Mark 01;Mark 22;VEV_5500;XIRECS;7.0;3
170500;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
170500;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
170900;Mark 38;Mark 14;VEV_4000;XIRECS;1260.0;3
171400;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9992.0;6
171700;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5248.0;7
172400;Mark 14;Mark 38;VEV_4000;XIRECS;1238.0;1
172500;Mark 01;Mark 22;VEV_5300;XIRECS;46.0;5
172500;Mark 01;Mark 22;VEV_5400;XIRECS;17.0;5
172500;Mark 01;Mark 22;VEV_5500;XIRECS;7.0;5
172500;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;5
172500;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;5
174200;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9988.0;5
174400;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9991.0;6
178000;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9988.0;3
179200;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5243.0;4
180100;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5248.0;3
182100;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;10012.0;3
182800;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;10010.0;5
184200;Mark 38;Mark 14;VEV_4000;XIRECS;1251.0;3
185800;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10040.0;4
187400;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5235.0;8
187600;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5235.0;5
188400;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;10021.0;4
188800;Mark 22;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5232.0;6
190100;Mark 01;Mark 22;VEV_5300;XIRECS;42.0;3
190100;Mark 01;Mark 22;VEV_5400;XIRECS;15.0;3
190100;Mark 01;Mark 22;VEV_5500;XIRECS;6.0;3
190100;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
190100;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
190600;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5234.0;6
190700;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5239.0;3
191100;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5237.0;8
192600;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5231.0;3
192800;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;10007.0;5
193400;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10026.0;4
194200;Mark 38;Mark 14;VEV_4000;XIRECS;1247.0;2
194400;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5234.0;5
195200;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5236.0;3
195600;Mark 01;Mark 22;VEV_5300;XIRECS;41.0;3
195600;Mark 01;Mark 22;VEV_5400;XIRECS;14.0;3
195600;Mark 01;Mark 22;VEV_5500;XIRECS;6.0;3
195600;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
195600;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
196100;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5236.0;5
196700;Mark 14;Mark 38;VEV_4000;XIRECS;1225.0;1
197600;Mark 67;Mark 49;VELVETFRUIT_EXTRACT;XIRECS;5237.0;9
198900;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5243.0;5
199200;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5243.0;5
199400;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10029.0;3
202300;Mark 38;Mark 14;VEV_4000;XIRECS;1252.0;3
202700;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10033.0;5
203200;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;10014.0;6
203700;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5241.0;3
206200;Mark 14;Mark 22;VEV_5400;XIRECS;16.0;3
206200;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
206200;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
206600;Mark 38;Mark 14;VEV_4000;XIRECS;1255.0;1
206800;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5241.0;6
207600;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5251.0;4
210300;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5250.0;5
210600;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9990.0;5
211100;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9996.0;6
213700;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5259.0;5
214400;Mark 01;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5250.0;3
215000;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5249.0;4
216000;Mark 38;Mark 14;VEV_4000;XIRECS;1263.0;1
217100;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5257.0;4
217500;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10011.0;4
217800;Mark 38;Mark 14;VEV_4000;XIRECS;1263.0;1
218500;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10017.0;5
218900;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10014.0;3
218900;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5249.0;8
221200;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10011.0;5
221800;Mark 14;Mark 55;VELVETFRUIT_EXTRACT;XIRECS;5241.0;7
222900;Mark 14;Mark 38;VEV_4000;XIRECS;1236.0;3
223300;Mark 38;Mark 14;VEV_4000;XIRECS;1257.0;2
224100;Mark 38;Mark 14;VEV_4000;XIRECS;1258.0;2
225100;Mark 55;Mark 14;VELVETFRUIT_EXTRACT;XIRECS;5254.0;5
226100;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9974.0;5
229100;Mark 38;Mark 14;VEV_4000;XIRECS;1258.0;1
230000;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;9998.0;4
230800;Mark 38;Mark 14;HYDROGEL_PACK;XIRECS;10007.0;3
235300;Mark 01;Mark 22;VEV_5400;XIRECS;16.0;3
235300;Mark 01;Mark 22;VEV_5500;XIRECS;7.0;3
235300;Mark 01;Mark 22;VEV_6000;XIRECS;0.0;3
235300;Mark 01;Mark 22;VEV_6500;XIRECS;0.0;3
235900;Mark 14;Mark 38;HYDROGEL_PACK;XIRECS;9998.0;3
237900;Mark 55;Mark 01;VELVETFRUIT_EXTRACT;XIRECS;5254.0;6
