day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;10100;INTARIAN_PEPPER_ROOT;13000;12;;;;;13016;10;13018;25;;;13008;0.0
1;10200;INTARIAN_PEPPER_ROOT;12996;27;13003;20;;;13013;15;13017;21;;;13005;0.0
1;10300;INTARIAN_PEPPER_ROOT;12997;10;12994;21;;;13013;15;13017;23;;;13005;0.0
1;10400;INTARIAN_PEPPER_ROOT;12998;22;13003;30;;;13016;10;;;;;13008;0.0
1;10500;INTARIAN_PEPPER_ROOT;13003;13;;;;;13019;15;13021;29;;;13011;0.0
1;10600;INTARIAN_PEPPER_ROOT;13000;13;;;;;13017;15;13020;21;;;13009;0.0
1;10700;INTARIAN_PEPPER_ROOT;12993;12;12991;20;;;13009;10;13011;22;;;13001;0.0
1;10800;INTARIAN_PEPPER_ROOT;12994;14;12993;28;;;13011;12;;;;;13003;0.0
1;10900;INTARIAN_PEPPER_ROOT;12993;12;;;;;13009;10;13013;23;;;13001;0.0
1;11000;INTARIAN_PEPPER_ROOT;13003;15;13001;29;;;13012;28;13021;29;;;13011;0.0
1;11100;INTARIAN_PEPPER_ROOT;13000;23;;;;;13019;26;13019;23;;;13009;0.0
1;11200;INTARIAN_PEPPER_ROOT;13003;11;;;;;13019;29;;;;;13011;0.0
1;11300;INTARIAN_PEPPER_ROOT;13003;13;13001;23;;;13021;12;13024;27;;;13012;0.0
1;11400;INTARIAN_PEPPER_ROOT;13001;10;;;;;13017;14;13012;30;;;13009;0.0
1;11500;INTARIAN_PEPPER_ROOT;13004;10;13001;29;;;13020;10;13023;26;;;13012;0.0
1;11600;INTARIAN_PEPPER_ROOT;13003;15;;;;;13019;11;13022;14;;;13011;0.0
1;11700;INTARIAN_PEPPER_ROOT;13003;12;;;;;13021;25;13024;29;;;13012;0.0
1;11800;INTARIAN_PEPPER_ROOT;13009;2;13004;26;;;13019;14;;;;;13014;0.0
1;11900;INTARIAN_PEPPER_ROOT;13003;11;13000;10;;;13019;10;13021;22;;;13011;0.0
1;12000;INTARIAN_PEPPER_ROOT;12993;12;12990;23;;;13010;25;13011;26;;;13001;0.0
1;12100;INTARIAN_PEPPER_ROOT;13001;29;;;;;13017;15;13022;23;;;13011;0.0
1;12200;INTARIAN_PEPPER_ROOT;13001;14;12999;21;;;13017;10;;;;;13009;0.0
1;12300;INTARIAN_PEPPER_ROOT;13000;13;12998;23;;;13014;30;;;;;13008;0.0
1;12400;INTARIAN_PEPPER_ROOT;13012;14;;;;;13028;12;;;;;13020;0.0
1;12500;INTARIAN_PEPPER_ROOT;13004;10;13003;22;;;13023;11;13025;29;;;13013;0.0
1;12600;INTARIAN_PEPPER_ROOT;13012;14;13010;23;;;13022;10;13022;29;;;13012;0.0
1;12700;INTARIAN_PEPPER_ROOT;13002;11;13000;26;;;13018;10;13021;26;;;13010;0.0
1;12800;INTARIAN_PEPPER_ROOT;12993;12;12991;21;;;13009;14;13009;23;;;13001;0.0
1;12900;INTARIAN_PEPPER_ROOT;12995;14;12993;30;;;13012;13;13014;23;;;13003;0.0
1;13000;INTARIAN_PEPPER_ROOT;13007;12;13005;28;;;13023;15;13025;29;;;13015;0.0
1;13100;INTARIAN_PEPPER_ROOT;13005;15;13003;20;;;13021;11;;;;;13013;0.0
1;13200;INTARIAN_PEPPER_ROOT;13000;10;12997;27;;;13017;10;13018;22;;;13009;0.0
1;13300;INTARIAN_PEPPER_ROOT;13014;10;13004;20;;;13024;11;;;;;13016;0.0
1;13400;INTARIAN_PEPPER_ROOT;13003;27;;;;;13021;15;;;;;13013;0.0
1;13500;INTARIAN_PEPPER_ROOT;13002;14;;;;;13014;5;13017;21;;;13010;0.0
1;13600;INTARIAN_PEPPER_ROOT;;;;;;;13019;11;;;;;13010;0.0
1;13700;INTARIAN_PEPPER_ROOT;13005;15;13003;20;;;13021;13;13023;29;;;13013;0.0
1;13800;INTARIAN_PEPPER_ROOT;13000;29;12999;29;;;13018;15;13022;28;;;13010;0.0
1;13900;INTARIAN_PEPPER_ROOT;13002;13;13001;28;;;13011;12;;;;;13011;0.0
1;14000;INTARIAN_PEPPER_ROOT;12999;30;12999;28;;;13017;14;;;;;13009;0.0
1;14100;INTARIAN_PEPPER_ROOT;;;;;;;13023;11;13025;24;;;13015;0.0
1;14200;INTARIAN_PEPPER_ROOT;13005;24;13003;20;;;13022;13;13024;28;;;13014;0.0
1;14300;INTARIAN_PEPPER_ROOT;13005;11;13002;22;;;13021;11;13026;15;13028;24;13013;0.0
1;14400;INTARIAN_PEPPER_ROOT;12998;29;12996;20;;;13016;14;13018;22;13023;22;13007;0.0
1;14500;INTARIAN_PEPPER_ROOT;;;;;;;13020;10;;;;;13011;0.0
1;14600;INTARIAN_PEPPER_ROOT;13000;27;13000;20;;;13018;11;13021;29;;;13010;0.0
1;14700;INTARIAN_PEPPER_ROOT;13001;15;;;;;13018;29;;;;;13009;0.0
1;14800;INTARIAN_PEPPER_ROOT;13006;14;13004;26;;;13022;12;13024;25;;;13014;0.0
1;14900;INTARIAN_PEPPER_ROOT;13006;13;13004;29;;;13022;14;13024;20;;;13014;0.0
1;15000;INTARIAN_PEPPER_ROOT;13017;8;;;;;13026;11;13029;23;;;13017;0.0
1;15100;INTARIAN_PEPPER_ROOT;13007;11;;;;;13024;23;13025;25;;;13015;0.0
1;15200;INTARIAN_PEPPER_ROOT;12999;25;13000;27;;;13018;12;;;;;13010;0.0
1;15300;INTARIAN_PEPPER_ROOT;13006;14;13003;22;;;13023;13;;;;;13014;0.0
1;15400;INTARIAN_PEPPER_ROOT;13003;29;13001;21;;;13021;11;13015;23;;;13012;0.0
1;15500;INTARIAN_PEPPER_ROOT;12995;11;;;;;13013;30;13014;27;;;13004;0.0
1;15600;INTARIAN_PEPPER_ROOT;13005;10;;;;;13021;10;13015;21;;;13013;0.0
1;15700;INTARIAN_PEPPER_ROOT;13007;12;13005;28;;;13023;15;13025;25;;;13015;0.0
1;15800;INTARIAN_PEPPER_ROOT;13008;11;13006;27;;;13024;15;13026;26;;;13016;0.0
1;15900;INTARIAN_PEPPER_ROOT;13006;12;13002;23;;;13022;14;;;;;13014;0.0
1;16000;INTARIAN_PEPPER_ROOT;13009;12;13005;25;;;13026;27;13029;13;13031;30;13017;0.0
1;16100;INTARIAN_PEPPER_ROOT;13005;12;13004;29;;;13023;13;13024;23;;;13014;0.0
1;16200;INTARIAN_PEPPER_ROOT;13004;23;13000;15;;;13021;13;13024;29;;;13013;0.0
1;16300;INTARIAN_PEPPER_ROOT;13008;10;13014;30;;;13025;22;13028;22;;;13017;0.0
1;16400;INTARIAN_PEPPER_ROOT;13006;13;13004;22;;;13023;26;13027;14;;;13014;0.0
1;16500;INTARIAN_PEPPER_ROOT;13005;11;;;;;13021;12;;;;;13013;0.0
1;16600;INTARIAN_PEPPER_ROOT;13004;15;13000;27;;;13021;11;13023;21;;;13012;0.0
1;16700;INTARIAN_PEPPER_ROOT;13006;27;13005;28;;;13025;22;;;;;13016;0.0
1;16800;INTARIAN_PEPPER_ROOT;13005;14;13003;21;;;13022;10;;;;;13013;0.0
1;16900;INTARIAN_PEPPER_ROOT;13004;20;13002;28;;;13014;12;13024;26;;;13014;0.0
1;17000;INTARIAN_PEPPER_ROOT;13005;10;13000;24;;;13014;28;13015;25;;;13005;0.0
1;17100;INTARIAN_PEPPER_ROOT;12997;14;;;;;13013;11;13015;22;;;13005;0.0
1;17200;INTARIAN_PEPPER_ROOT;13003;15;;;;;13006;11;13018;21;;;13006;0.0
1;17300;INTARIAN_PEPPER_ROOT;13007;3;13005;30;12999;22;13020;14;13022;24;;;13012;0.0
1;17400;INTARIAN_PEPPER_ROOT;13010;29;13007;28;;;;;;;;;13019;0.0
1;17500;INTARIAN_PEPPER_ROOT;13006;11;13003;27;;;13024;12;13025;28;;;13014;0.0
1;17600;INTARIAN_PEPPER_ROOT;13006;12;13003;21;;;13022;14;13024;27;;;13014;0.0
1;17700;INTARIAN_PEPPER_ROOT;13008;10;13006;21;;;13024;15;;;;;13016;0.0
1;17800;INTARIAN_PEPPER_ROOT;13006;20;13006;27;;;13024;11;;;;;13016;0.0
1;17900;INTARIAN_PEPPER_ROOT;13012;15;13010;30;;;13028;13;13030;21;;;13020;0.0
1;18000;INTARIAN_PEPPER_ROOT;13010;13;13006;21;;;13022;2;;;;;13018;0.0
1;18100;INTARIAN_PEPPER_ROOT;13008;12;13011;27;;;13026;14;;;;;13016;0.0
1;18200;INTARIAN_PEPPER_ROOT;13007;10;;;;;13023;15;;;;;13015;0.0
1;18300;INTARIAN_PEPPER_ROOT;13007;14;;;;;13023;11;13026;24;;;13015;0.0
1;18400;INTARIAN_PEPPER_ROOT;13005;13;;;;;13022;13;13023;25;;;13013;0.0
1;18500;INTARIAN_PEPPER_ROOT;13006;13;;;;;13019;3;13026;25;;;13014;0.0
1;18600;INTARIAN_PEPPER_ROOT;13007;14;13005;25;;;13023;10;;;;;13015;0.0
1;18700;INTARIAN_PEPPER_ROOT;13008;13;13005;28;;;13024;13;13026;26;;;13016;0.0
1;18800;INTARIAN_PEPPER_ROOT;13004;14;13001;22;12999;24;13020;12;;;;;13012;0.0
1;18900;INTARIAN_PEPPER_ROOT;13006;22;13003;22;;;;;;;;;13015;0.0
1;19000;INTARIAN_PEPPER_ROOT;13007;11;;;;;13025;13;13027;24;;;13017;0.0
1;19100;INTARIAN_PEPPER_ROOT;13005;13;;;;;13017;10;13019;23;;;13009;0.0
1;19200;INTARIAN_PEPPER_ROOT;13010;25;13008;27;;;13027;10;13030;24;;;13019;0.0
1;19300;INTARIAN_PEPPER_ROOT;13005;13;13004;10;;;13024;10;;;;;13014;0.0
1;19400;INTARIAN_PEPPER_ROOT;13008;15;13005;20;;;13018;5;13027;26;;;13016;0.0
1;19500;INTARIAN_PEPPER_ROOT;13000;11;12998;20;;;13016;12;;;;;13008;0.0
1;19600;INTARIAN_PEPPER_ROOT;13010;11;;;;;13030;30;13031;24;;;13020;0.0
1;19700;INTARIAN_PEPPER_ROOT;13005;5;12999;27;;;13018;12;13020;20;;;13010;0.0
1;19800;INTARIAN_PEPPER_ROOT;13012;15;;;;;13028;15;;;;;13020;0.0
1;19900;INTARIAN_PEPPER_ROOT;13012;10;13007;13;;;13029;13;13027;4;;;13020;0.0
1;20000;INTARIAN_PEPPER_ROOT;13017;6;13010;30;;;13030;10;13033;22;;;13022;0.0
1;20100;INTARIAN_PEPPER_ROOT;13012;15;13009;25;;;13028;12;13030;21;;;13020;0.0
1;20200;INTARIAN_PEPPER_ROOT;13013;11;13011;21;;;13030;12;13024;25;;;13021;0.0
1;20300;INTARIAN_PEPPER_ROOT;13007;14;;;;;13019;23;13017;21;;;13015;0.0
1;20400;INTARIAN_PEPPER_ROOT;13003;13;13001;26;;;13019;12;13022;26;;;13011;0.0
1;20500;INTARIAN_PEPPER_ROOT;13002;14;12999;24;;;13018;14;13020;28;13024;28;13010;0.0
1;20600;INTARIAN_PEPPER_ROOT;13004;11;;;;;13020;14;13022;29;;;13012;0.0
1;20700;INTARIAN_PEPPER_ROOT;13001;11;13000;22;;;13018;11;13012;24;;;13009;0.0
1;20800;INTARIAN_PEPPER_ROOT;13015;4;13009;10;;;13028;11;13031;24;;;13020;0.0
1;20900;INTARIAN_PEPPER_ROOT;13011;25;;;;;;;;;;;13022;0.0
1;21000;INTARIAN_PEPPER_ROOT;13009;15;;;;;13025;10;;;;;13017;0.0
1;21100;INTARIAN_PEPPER_ROOT;;;;;;;13017;10;13019;26;;;13009;0.0
1;21200;INTARIAN_PEPPER_ROOT;13004;12;;;;;;;;;;;13012;0.0
1;21300;INTARIAN_PEPPER_ROOT;13011;12;13010;26;;;13028;15;13030;26;;;13020;0.0
1;21400;INTARIAN_PEPPER_ROOT;13003;13;;;;;13019;11;;;;;13011;0.0
1;21500;INTARIAN_PEPPER_ROOT;13002;10;12999;26;;;13018;10;13020;20;;;13010;0.0
1;21600;INTARIAN_PEPPER_ROOT;13008;15;;;;;13024;14;13026;23;13031;24;13016;0.0
1;21700;INTARIAN_PEPPER_ROOT;13013;13;;;;;13029;14;13031;28;;;13021;0.0
1;21800;INTARIAN_PEPPER_ROOT;;;;;;;13026;10;13025;11;;;13018;0.0
1;21900;INTARIAN_PEPPER_ROOT;13010;15;13009;22;;;13028;15;13031;23;;;13020;0.0
1;22000;INTARIAN_PEPPER_ROOT;13014;11;13011;24;;;13030;15;;;;;13022;0.0
1;22100;INTARIAN_PEPPER_ROOT;13013;12;13011;28;13005;20;13029;12;13032;23;;;13021;0.0
1;22200;INTARIAN_PEPPER_ROOT;13007;14;13004;25;;;13023;10;13025;23;;;13015;0.0
1;22300;INTARIAN_PEPPER_ROOT;13021;11;;;;;13029;15;13031;28;;;13021;0.0
1;22400;INTARIAN_PEPPER_ROOT;13017;14;13009;22;;;13028;12;;;;;13020;0.0
1;22500;INTARIAN_PEPPER_ROOT;13009;13;13008;24;;;13026;13;13029;26;;;13018;0.0
1;22600;INTARIAN_PEPPER_ROOT;13003;11;;;;;13020;13;13023;22;;;13012;0.0
1;22700;INTARIAN_PEPPER_ROOT;13020;12;;;;;13028;15;13032;22;;;13020;0.0
1;22800;INTARIAN_PEPPER_ROOT;13017;10;13007;23;;;13025;13;13029;21;13031;30;13017;0.0
1;22900;INTARIAN_PEPPER_ROOT;13011;13;;;;;13019;11;;;;;13019;0.0
1;23000;INTARIAN_PEPPER_ROOT;13004;11;;;;;13023;15;13024;26;;;13013;0.0
1;23100;INTARIAN_PEPPER_ROOT;13004;15;13010;26;;;13018;2;13024;24;;;13013;0.0
1;23200;INTARIAN_PEPPER_ROOT;13015;11;13012;25;;;13032;11;13027;24;;;13024;0.0
1;23300;INTARIAN_PEPPER_ROOT;13016;14;;;;;13033;13;;;;;13024;0.0
1;23400;INTARIAN_PEPPER_ROOT;13015;10;;;;;13031;15;13034;22;;;13023;0.0
1;23500;INTARIAN_PEPPER_ROOT;13010;12;13003;25;12999;28;13021;14;13024;28;;;13013;0.0
1;23600;INTARIAN_PEPPER_ROOT;13015;15;;;;;13030;12;13035;25;;;13024;0.0
1;23700;INTARIAN_PEPPER_ROOT;13013;12;13011;21;;;13029;13;;;;;13021;0.0
1;23800;INTARIAN_PEPPER_ROOT;13013;11;13010;27;13008;24;13030;11;;;;;13022;0.0
1;23900;INTARIAN_PEPPER_ROOT;13012;25;13009;25;;;13029;13;;;;;13021;0.0
1;24000;INTARIAN_PEPPER_ROOT;13017;13;13014;23;;;13033;11;13036;26;;;13025;0.0
1;24100;INTARIAN_PEPPER_ROOT;;;;;;;13028;15;;;;;13020;0.0
1;24200;INTARIAN_PEPPER_ROOT;13005;11;13009;28;;;13022;11;13026;28;;;13014;0.0
1;24300;INTARIAN_PEPPER_ROOT;;;;;;;13033;14;;;;;13025;0.0
1;24400;INTARIAN_PEPPER_ROOT;13016;10;13022;30;;;13033;11;13035;21;;;13024;0.0
1;24500;INTARIAN_PEPPER_ROOT;13009;11;;;;;13026;28;;;;;13017;0.0
1;24600;INTARIAN_PEPPER_ROOT;;;;;;;13021;12;13025;30;;;13013;0.0
1;24700;INTARIAN_PEPPER_ROOT;13014;14;;;;;13030;12;;;;;13022;0.0
1;24800;INTARIAN_PEPPER_ROOT;13019;30;13018;24;;;13036;14;13039;27;;;13028;0.0
1;24900;INTARIAN_PEPPER_ROOT;13014;12;;;;;13029;26;13032;30;;;13022;0.0
1;25000;INTARIAN_PEPPER_ROOT;13005;26;13004;24;;;13022;30;13025;11;;;13014;0.0
1;25100;INTARIAN_PEPPER_ROOT;13018;15;13014;29;;;13034;13;13037;20;;;13026;0.0
1;25200;INTARIAN_PEPPER_ROOT;13006;25;13006;24;;;13026;27;;;;;13017;0.0
1;25300;INTARIAN_PEPPER_ROOT;13012;15;13009;28;;;13020;27;;;;;13020;0.0
1;25400;INTARIAN_PEPPER_ROOT;13018;13;13016;24;;;13034;10;13037;26;;;13026;0.0
1;25500;INTARIAN_PEPPER_ROOT;13013;24;13012;21;;;13031;12;13033;25;;;13023;0.0
1;25600;INTARIAN_PEPPER_ROOT;13014;10;13013;22;;;13032;15;13034;28;;;13024;0.0
1;25700;INTARIAN_PEPPER_ROOT;13014;14;13016;27;;;13031;20;13025;23;;;13022;0.0
1;25800;INTARIAN_PEPPER_ROOT;13016;13;;;;;;;;;;;13024;0.0
1;25900;INTARIAN_PEPPER_ROOT;;;;;;;13035;12;;;;;13026;0.0
1;26000;INTARIAN_PEPPER_ROOT;13015;15;13013;26;;;13032;25;;;;;13023;0.0
1;26100;INTARIAN_PEPPER_ROOT;13018;21;13015;20;;;13035;11;13038;23;;;13027;0.0
1;26200;INTARIAN_PEPPER_ROOT;13020;10;13017;28;13012;23;13036;10;13038;30;;;13028;0.0
1;26300;INTARIAN_PEPPER_ROOT;13020;15;13017;24;;;13036;15;13038;21;;;13028;0.0
1;26400;INTARIAN_PEPPER_ROOT;13007;11;;;;;13023;15;;;;;13015;0.0
1;26500;INTARIAN_PEPPER_ROOT;13015;15;13012;22;;;13031;14;13035;22;;;13023;0.0
